id_competence,competence,competence_definition,id_skill,ability,ability_definition,course_abilities
14.0,Marketing,"Una persona demuestra su competencia para el mercadeo o marketing cuando es capaz de crear, comunicar, entregar, e intercambiar ofertas que tienen valor para los consumidores, clientes, socios y la sociedad en general.",52.0,Branding,"Habilidad para gestionar una marca con el propósito de asociarla a una imagen positiva, hacerla conocida y conectarla estratégicamente con ciertas emociones, ideas o experiencias deseables que serán cruciales para que el cliente la elija al momento de decisión de compra.","Branding: 
Habilidad para gestionar una marca con el propósito de asociarla a una imagen positiva, hacerla conocida y conectarla estratégicamente con ciertas emociones, ideas o experiencias deseables que serán cruciales para que el cliente la elija al momento de decisión de compra."
14.0,Marketing,"Una persona demuestra su competencia para el mercadeo o marketing cuando es capaz de crear, comunicar, entregar, e intercambiar ofertas que tienen valor para los consumidores, clientes, socios y la sociedad en general.",53.0,Storytelling,Habilidad para conectar emocionalmente con una audiencia mediante el empleo del lenguaje sensorial en la narración de una historia. ,"Storytelling: 
Habilidad para conectar emocionalmente con una audiencia mediante el empleo del lenguaje sensorial en la narración de una historia. "
14.0,Marketing,"Una persona demuestra su competencia para el mercadeo o marketing cuando es capaz de crear, comunicar, entregar, e intercambiar ofertas que tienen valor para los consumidores, clientes, socios y la sociedad en general.",54.0,Social media,"Habilidad para afianzar el vínculo emocional con otros y promover marcas, productos o servicios a través de las redes sociales.","Social media: 
Habilidad para afianzar el vínculo emocional con otros y promover marcas, productos o servicios a través de las redes sociales."
15.0,Ventas,"Una persona demuestra su competencia comercial para las ventas cuando es capaz de influenciar la decisión de compra de un cliente mediante la creación de una experiencia de compra-venta satisfactoria, que le permite a este identificarse con la marca y recomendarla en su círculo de confianza.",55.0,Prospección,Habilidad para diseñar y ejecutar un conjunto de estrategias con el objetivo de atraer a los clientes potenciales de una empresa.,"Prospección: 
Habilidad para diseñar y ejecutar un conjunto de estrategias con el objetivo de atraer a los clientes potenciales de una empresa."
15.0,Ventas,"Una persona demuestra su competencia comercial para las ventas cuando es capaz de influenciar la decisión de compra de un cliente mediante la creación de una experiencia de compra-venta satisfactoria, que le permite a este identificarse con la marca y recomendarla en su círculo de confianza.",56.0,Gestión de ciclo de ventas,Habilidad para gestionar el conjunto de procesos que hacen posible una venta con el fin de promover el cierre del mayor número de transacciones.,"Gestión de ciclo de ventas: 
Habilidad para gestionar el conjunto de procesos que hacen posible una venta con el fin de promover el cierre del mayor número de transacciones."
15.0,Ventas,"Una persona demuestra su competencia comercial para las ventas cuando es capaz de influenciar la decisión de compra de un cliente mediante la creación de una experiencia de compra-venta satisfactoria, que le permite a este identificarse con la marca y recomendarla en su círculo de confianza.",57.0,Cierre de ventas,Habilidad para cerrar la negociación de una venta y convertir al prospecto en cliente.,"Cierre de ventas: 
Habilidad para cerrar la negociación de una venta y convertir al prospecto en cliente."
15.0,Ventas,"Una persona demuestra su competencia comercial para las ventas cuando es capaz de influenciar la decisión de compra de un cliente mediante la creación de una experiencia de compra-venta satisfactoria, que le permite a este identificarse con la marca y recomendarla en su círculo de confianza.",58.0,Gestión del equipo comercial,"Habilidad para organizar y coordinar a los miembros de un equipo para ejecutar tareas en función de un objetivo comercial común, así como para procurar el desarrollo de un clima laboral que facilite la productividad, el rendimiento, el uso eficiente de los recursos, la innovación y el bienestar.","Gestión del equipo comercial: 
Habilidad para organizar y coordinar a los miembros de un equipo para ejecutar tareas en función de un objetivo comercial común, así como para procurar el desarrollo de un clima laboral que facilite la productividad, el rendimiento, el uso eficiente de los recursos, la innovación y el bienestar."
15.0,Ventas,"Una persona demuestra su competencia comercial para las ventas cuando es capaz de influenciar la decisión de compra de un cliente mediante la creación de una experiencia de compra-venta satisfactoria, que le permite a este identificarse con la marca y recomendarla en su círculo de confianza.",59.0,Venta consultiva,Habilidad para asumir el rol de consultor o asesor durante el proceso de venta buscando conocer  las necesidades y problemáticas específicas de los clientes con el fin de satisfacerlas mediante la oferta de productos o servicios especializados.,"Venta consultiva: 
Habilidad para asumir el rol de consultor o asesor durante el proceso de venta buscando conocer  las necesidades y problemáticas específicas de los clientes con el fin de satisfacerlas mediante la oferta de productos o servicios especializados."
16.0,Agilidad,"Una persona demuestra su competencia de agilidad cuando es capaz de producir entregas de valor continuas y sostenibles configurando y reconfigurando permanentemente las estrategias, estructuras, procesos y tecnologías con miras a ampliar las oportunidades de crear valor y acelerar su creación.",60.0,Agilidad de negocios,Habilidad de para adaptarse rápidamente a los cambios del mercado y aprovecharlos en beneficio de un negocio.,"Agilidad de negocios: 
Habilidad de para adaptarse rápidamente a los cambios del mercado y aprovecharlos en beneficio de un negocio."
16.0,Agilidad,"Una persona demuestra su competencia de agilidad cuando es capaz de producir entregas de valor continuas y sostenibles configurando y reconfigurando permanentemente las estrategias, estructuras, procesos y tecnologías con miras a ampliar las oportunidades de crear valor y acelerar su creación.",61.0,Metodologías ágiles,"Habilidad de emplear metodologías enmarcadas en la filosofía agile para adaptar la forma de trabajo a las condiciones de cada proyecto y gestionarlo de forma flexible, autónoma y eficaz, reduciendo sus costos e incrementando la productividad.","Metodologías ágiles: 
Habilidad de emplear metodologías enmarcadas en la filosofía agile para adaptar la forma de trabajo a las condiciones de cada proyecto y gestionarlo de forma flexible, autónoma y eficaz, reduciendo sus costos e incrementando la productividad."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",62.0,Cultura organizacional,"Habilidad para fomentar un conjunto de creencias, valores y prácticas con los que se busca crear y fortalecer una identidad corporativa ùnica y generar lealtad y compromiso en los trabajadores de una organización.","Cultura organizacional: 
Habilidad para fomentar un conjunto de creencias, valores y prácticas con los que se busca crear y fortalecer una identidad corporativa ùnica y generar lealtad y compromiso en los trabajadores de una organización."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",63.0,Seguridad y salud en el trabajo,"Habilidad para mejorar el medio de trabajo y la salud de los trabajadores mediante la promoción de actividades para el mantenimiento de su bienestar físico, mental y social  y la implementación de estrategias para la prevención de lesiones y enfermedades causadas por las condiciones de trabajo.","Seguridad y salud en el trabajo: 
Habilidad para mejorar el medio de trabajo y la salud de los trabajadores mediante la promoción de actividades para el mantenimiento de su bienestar físico, mental y social  y la implementación de estrategias para la prevención de lesiones y enfermedades causadas por las condiciones de trabajo."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",64.0,Adquisición del talento,"Habilidad para desarrollar estrategias encaminadas a la identificación de empleados idóneos para ejercer un cargo, que encajen con la cultura organizacional de la compañía y se adapten a las expectativas de su rol.","Adquisición del talento: 
Habilidad para desarrollar estrategias encaminadas a la identificación de empleados idóneos para ejercer un cargo, que encajen con la cultura organizacional de la compañía y se adapten a las expectativas de su rol."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",65.0,Experiencia del empleado (EX),"Habilidad para diseñar experiencias positivas en los empleados respecto a sus condiciones de trabajo, sus oportunidades de crecimiento al interior de la compañía y la confianza en las decisiones de sus líderes, con miras a afianzar su compromiso, incrementar la calidad de su trabajo, mejorar sus relaciones con los clientes y disminuir las tasas de ausentismo y rotación.","Experiencia del empleado (EX): 
Habilidad para diseñar experiencias positivas en los empleados respecto a sus condiciones de trabajo, sus oportunidades de crecimiento al interior de la compañía y la confianza en las decisiones de sus líderes, con miras a afianzar su compromiso, incrementar la calidad de su trabajo, mejorar sus relaciones con los clientes y disminuir las tasas de ausentismo y rotación."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",66.0,Relaciones laborales,"Habilidad para gestionar la relación entre los trabajadores, como personas naturales, y el empleador,  como persona jurídica, en lo que que respecta al trabajo, el salario y el proceso productivo.","Relaciones laborales: 
Habilidad para gestionar la relación entre los trabajadores, como personas naturales, y el empleador,  como persona jurídica, en lo que que respecta al trabajo, el salario y el proceso productivo."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",67.0,Analítica de personas,"Habilidad para identificar, cuantificar y analizar sistemáticamente datos sobre el comportamiento, rendimiento, eficiencia, motivación, compromiso y adhesión a la cultura de los trabajadores de una organización con el propósito de predecir el desempeño y productividad de los equipos, impulsar los resultados del negocio y obtener tendencias y conclusiones que faciliten la toma de decisiones.","Analítica de personas: 
Habilidad para identificar, cuantificar y analizar sistemáticamente datos sobre el comportamiento, rendimiento, eficiencia, motivación, compromiso y adhesión a la cultura de los trabajadores de una organización con el propósito de predecir el desempeño y productividad de los equipos, impulsar los resultados del negocio y obtener tendencias y conclusiones que faciliten la toma de decisiones."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",68.0,"Diversidad, equidad e inclusión","Habilidad de ofrecer igualdad de trato y equidad de condiciones a todas las personas que forman parte de un equipo, y en particular, a aquellas que se encuentran en riesgo de ser excluidas o vulneradas por cuenta de su origen étnico, género, edad, orientación sexual, credo religioso, o cualquier otra condición o circunstancia.","Diversidad, equidad e inclusión: 
Habilidad de ofrecer igualdad de trato y equidad de condiciones a todas las personas que forman parte de un equipo, y en particular, a aquellas que se encuentran en riesgo de ser excluidas o vulneradas por cuenta de su origen étnico, género, edad, orientación sexual, credo religioso, o cualquier otra condición o circunstancia."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",69.0,Gestión del desempeño,"Habilidad para incrementar el aporte de los colaboradores al logro de los objetivos del equipo y la organización mediante la potenciación de su talento, la entrega de feedback y otras estrategias, con miras a mejorar tanto sus resultados como la calidad del trabajo que realizan.","Gestión del desempeño: 
Habilidad para incrementar el aporte de los colaboradores al logro de los objetivos del equipo y la organización mediante la potenciación de su talento, la entrega de feedback y otras estrategias, con miras a mejorar tanto sus resultados como la calidad del trabajo que realizan."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",70.0,Desarrollo del talento,"Habilidad para diseñar iniciativas para promover, al interior de una empresa, el crecimiento profesional de su plantilla de personal.","Desarrollo del talento: 
Habilidad para diseñar iniciativas para promover, al interior de una empresa, el crecimiento profesional de su plantilla de personal."
17.0,People management,"Una persona demuestra su competencia de gestión de personal (people management) cuando es capaz de generar procesos para incrementar la formación, motivación y dirección del personal de una compañía con el propósito de optimizar la productividad, mejorar el desempeño  y promover el crecimiento profesional de los colaboradores.",70.0,Teletrabajo,Habilidad para trabajar efectivamente en modalidad remota.,"Teletrabajo: 
Habilidad para trabajar efectivamente en modalidad remota."
18.0,Gestión de proyectos,"Una persona demuestra su competencia para la gestión de proyectos cuando es capaz de aplicación principios, procedimientos, herramientas y tecnologías para garantizar que un proyecto se pueda completar de una manera que cumpla con todos los resultados articulados, desde los límites de gasto hasta los objetivos de la meta final.",71.0,Planeación de proyectos,"Habilidad para organizar sistemáticamente las actividades que se deben ejecutar para lograr el objetivo de un proyecto, así como para determinar y aprovisionar los recursos necesarios para llevarlas a cabo.","Planeación de proyectos: 
Habilidad para organizar sistemáticamente las actividades que se deben ejecutar para lograr el objetivo de un proyecto, así como para determinar y aprovisionar los recursos necesarios para llevarlas a cabo."
18.0,Gestión de proyectos,"Una persona demuestra su competencia para la gestión de proyectos cuando es capaz de aplicación principios, procedimientos, herramientas y tecnologías para garantizar que un proyecto se pueda completar de una manera que cumpla con todos los resultados articulados, desde los límites de gasto hasta los objetivos de la meta final.",72.0,Control de proyectos,Habilidad para recolectar y analizar información operativa de un proyecto con el propósito de definir su grado de avance en relación con lo planeado y determinar de qué manera es posible influir constructivamente para garantizar el cumplimiento de los plazos establecidos y los costos presupuestados.,"Control de proyectos: 
Habilidad para recolectar y analizar información operativa de un proyecto con el propósito de definir su grado de avance en relación con lo planeado y determinar de qué manera es posible influir constructivamente para garantizar el cumplimiento de los plazos establecidos y los costos presupuestados."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",73.0,Gestión de la cadena de suministro,"Habilidad para planear y gestionar todas las actividades de compra, abastecimiento, fabricación y logística que garantizan el flujo de producción de un bien o servicio.","Gestión de la cadena de suministro: 
Habilidad para planear y gestionar todas las actividades de compra, abastecimiento, fabricación y logística que garantizan el flujo de producción de un bien o servicio."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",74.0,Gestión de procesos,Habilidad para administrar y mejorar constantemente los procesos productivos de un negocio.,"Gestión de procesos: 
Habilidad para administrar y mejorar constantemente los procesos productivos de un negocio."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",75.0,Sistemas de gestión,"Habilidad para establecer políticas, objetivos y procesos que permiten controlar, planificar, organizar y automatizar las tareas administrativas de una organización. ","Sistemas de gestión: 
Habilidad para establecer políticas, objetivos y procesos que permiten controlar, planificar, organizar y automatizar las tareas administrativas de una organización. "
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",76.0,Gestión de calidad,Habilidad para emprender acciones y emplear herramientas para evitar posibles errores o desviaciones tanto en los procesos de producción de los productos o servicios de un negocio como en los productos y servicios mismos.,"Gestión de calidad: 
Habilidad para emprender acciones y emplear herramientas para evitar posibles errores o desviaciones tanto en los procesos de producción de los productos o servicios de un negocio como en los productos y servicios mismos."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",77.0,e-Operations,Habilidad para gestionar y mejorar constantemente los procesos productivos y la operación de un negocio empleando tecnologías electrónicas digitales.,"e-Operations: 
Habilidad para gestionar y mejorar constantemente los procesos productivos y la operación de un negocio empleando tecnologías electrónicas digitales."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",78.0,Retail,Habilidad para gestionar y mejorar constantemente los procesos productivos  y la operación de un negocio propio del sector de comercio minorista o retail.,"Retail: 
Habilidad para gestionar y mejorar constantemente los procesos productivos  y la operación de un negocio propio del sector de comercio minorista o retail."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",79.0,Hospitality,"Habilidad para gestionar y mejorar constantemente los procesos productivos y la operación de un negocio propio del sector de hostelería (alojamiento, alimentos y bebidas, viajes, turismo, reuniones y eventos).","Hospitality: 
Habilidad para gestionar y mejorar constantemente los procesos productivos y la operación de un negocio propio del sector de hostelería (alojamiento, alimentos y bebidas, viajes, turismo, reuniones y eventos)."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",80.0,Financial services,Habilidad para gestionar y mejorar constantemente los procesos productivos y la operación de un negocio propio del sector financiero.,"Financial services: 
Habilidad para gestionar y mejorar constantemente los procesos productivos y la operación de un negocio propio del sector financiero."
19.0,Gestión de procesos y operaciones,"Una persona demuestra que sabe gestionar procesos y operaciones cuando es capaz de planificar, organizar, supervisar y mejorar los procesos y operaciones que deben completarse para la producción y entrega de un producto o servicio.",80.0,Automatización de procesos,Habilidad que permite la optimización y ejecución automática de tareas repetitivas para aumentar la eficiencia y productividad.,"Automatización de procesos: 
Habilidad que permite la optimización y ejecución automática de tareas repetitivas para aumentar la eficiencia y productividad."
20.0,Gestión del riesgo,"Una persona demuestra que sabe gestionar el riesgo cuando es capaz de identificar, analizar y cuantificar las probabilidades de pérdidas y efectos secundarios que se desprenden de los desastres, así como de planear y emprender las acciones preventivas, correctivas y reductivas necesarias para evitar o mitigar tales efectos.
",81.0,Riesgo operativo,"Habilidad para emprender acciones preventivas, correctivas o reductivas para minimizar las pérdidas financieras originadas por errores humanos o por fallas o insuficiencias en los procesos, los sistemas internos o la tecnología en una organización.","Riesgo operativo: 
Habilidad para emprender acciones preventivas, correctivas o reductivas para minimizar las pérdidas financieras originadas por errores humanos o por fallas o insuficiencias en los procesos, los sistemas internos o la tecnología en una organización."
20.0,Gestión del riesgo,"Una persona demuestra que sabe gestionar el riesgo cuando es capaz de identificar, analizar y cuantificar las probabilidades de pérdidas y efectos secundarios que se desprenden de los desastres, así como de planear y emprender las acciones preventivas, correctivas y reductivas necesarias para evitar o mitigar tales efectos.
",82.0,Riesgo financiero y LAFT,"Habilidad para emprender acciones preventivas, correctivas o reductivas para evitar las pérdidas o daños que puede sufrir una organización por cuenta de la ocurrencia de un evento que genere consecuencias financieras negativas para ésta, o por su propensión a ser utilizada directa o indirectamente, como instrumento para cometer delitos de lavado de activos o de canalización de recursos para la financiación del terrorismo.","Riesgo financiero y LAFT: 
Habilidad para emprender acciones preventivas, correctivas o reductivas para evitar las pérdidas o daños que puede sufrir una organización por cuenta de la ocurrencia de un evento que genere consecuencias financieras negativas para ésta, o por su propensión a ser utilizada directa o indirectamente, como instrumento para cometer delitos de lavado de activos o de canalización de recursos para la financiación del terrorismo."
20.0,Gestión del riesgo,"Una persona demuestra que sabe gestionar el riesgo cuando es capaz de identificar, analizar y cuantificar las probabilidades de pérdidas y efectos secundarios que se desprenden de los desastres, así como de planear y emprender las acciones preventivas, correctivas y reductivas necesarias para evitar o mitigar tales efectos.
",83.0,Seguridad de la información,"Habilidad para tomar medidas y ejercer controles para proteger la información y los sistemas de información  (que constituyen valores de un negocio), para asegurar su disponibilidad, integridad, autenticación, confidencialidad y no repudiación.","Seguridad de la información: 
Habilidad para tomar medidas y ejercer controles para proteger la información y los sistemas de información  (que constituyen valores de un negocio), para asegurar su disponibilidad, integridad, autenticación, confidencialidad y no repudiación."
20.0,Gestión del riesgo,"Una persona demuestra que sabe gestionar el riesgo cuando es capaz de identificar, analizar y cuantificar las probabilidades de pérdidas y efectos secundarios que se desprenden de los desastres, así como de planear y emprender las acciones preventivas, correctivas y reductivas necesarias para evitar o mitigar tales efectos.
",84.0,Continuidad del negocio,Habilidad para planear y ejecutar estrategias que preparen a una organización para mantener sus funciones esenciales tras una emergencia o una interrupción. ,"Continuidad del negocio: 
Habilidad para planear y ejecutar estrategias que preparen a una organización para mantener sus funciones esenciales tras una emergencia o una interrupción. "
21.0,Gestión financiera,"Una persona demuestra que sabe hacer gestión financiera cuando es capaz de realizar tareas de planificación, organización y control de las operaciones contables de una compañía, con el fin de utilizar de manera eficiente sus recursos, maximizar la obtención de beneficios en el tiempo, aumentar su valor en el mercado y mantener la liquidez y la solvencia.",85.0,Planeación financiera,"Habilidad para elaborar un plan detallado, integral y personalizado en el que se determinen los objetivos que una empresa desea lograr, los costos que ello va a suponer, los recursos que serán necesarios y el plazo para hacerlos realidad.","Planeación financiera: 
Habilidad para elaborar un plan detallado, integral y personalizado en el que se determinen los objetivos que una empresa desea lograr, los costos que ello va a suponer, los recursos que serán necesarios y el plazo para hacerlos realidad."
21.0,Gestión financiera,"Una persona demuestra que sabe hacer gestión financiera cuando es capaz de realizar tareas de planificación, organización y control de las operaciones contables de una compañía, con el fin de utilizar de manera eficiente sus recursos, maximizar la obtención de beneficios en el tiempo, aumentar su valor en el mercado y mantener la liquidez y la solvencia.",86.0,Análisis de estados financieros,"Habilidad para evaluar la posición financiera, presente y pasada, y los resultados de las operaciones de una empresa, con el objetivo primario de establecer las mejores estimaciones y predicciones posibles sobre las condiciones y resultados futuros. ","Análisis de estados financieros: 
Habilidad para evaluar la posición financiera, presente y pasada, y los resultados de las operaciones de una empresa, con el objetivo primario de establecer las mejores estimaciones y predicciones posibles sobre las condiciones y resultados futuros. "
21.0,Gestión financiera,"Una persona demuestra que sabe hacer gestión financiera cuando es capaz de realizar tareas de planificación, organización y control de las operaciones contables de una compañía, con el fin de utilizar de manera eficiente sus recursos, maximizar la obtención de beneficios en el tiempo, aumentar su valor en el mercado y mantener la liquidez y la solvencia.",87.0,Gestión contable,"Habilidad para obtener y registrar información de los movimientos financieros de una empresa de forma consecuente, ordenada y metódica, con el propósito de llevar control de sus operaciones financieras.","Gestión contable: 
Habilidad para obtener y registrar información de los movimientos financieros de una empresa de forma consecuente, ordenada y metódica, con el propósito de llevar control de sus operaciones financieras."
21.0,Gestión financiera,"Una persona demuestra que sabe hacer gestión financiera cuando es capaz de realizar tareas de planificación, organización y control de las operaciones contables de una compañía, con el fin de utilizar de manera eficiente sus recursos, maximizar la obtención de beneficios en el tiempo, aumentar su valor en el mercado y mantener la liquidez y la solvencia.",88.0,Control financiero,"Habilidad para establecer mecanismos de supervisión, comprobación y regulación financiera para un correcto seguimiento de los procesos de negocio.","Control financiero: 
Habilidad para establecer mecanismos de supervisión, comprobación y regulación financiera para un correcto seguimiento de los procesos de negocio."
22.0,Administración de negocios,"Una persona demuestra su capacidad para administrar negocios cuando es capaz de asumir la organización, administración y supervisión del funcionamiento de una empresa y generar las condiciones, oportunidades y capacidades necesarias para incrementar su competitividad y productividad de forma sostenida.",89.0,Estrategia,Habilidad para idear una metodología que busca alcanzar un objetivo empresarial específico por medio de un plan de acción que se descompone en objetivos estratégicos para cada área funcional de la organización.,"Estrategia: 
Habilidad para idear una metodología que busca alcanzar un objetivo empresarial específico por medio de un plan de acción que se descompone en objetivos estratégicos para cada área funcional de la organización."
22.0,Administración de negocios,"Una persona demuestra su capacidad para administrar negocios cuando es capaz de asumir la organización, administración y supervisión del funcionamiento de una empresa y generar las condiciones, oportunidades y capacidades necesarias para incrementar su competitividad y productividad de forma sostenida.",90.0,Control de gestión,"Habilidad para monitorear el plan estratégico de una organización, a través de la medición y el seguimiento de indicadores de gestión que están alineados con objetivos, metas y responsables.","Control de gestión: 
Habilidad para monitorear el plan estratégico de una organización, a través de la medición y el seguimiento de indicadores de gestión que están alineados con objetivos, metas y responsables."
22.0,Administración de negocios,"Una persona demuestra su capacidad para administrar negocios cuando es capaz de asumir la organización, administración y supervisión del funcionamiento de una empresa y generar las condiciones, oportunidades y capacidades necesarias para incrementar su competitividad y productividad de forma sostenida.",91.0,Análisis económico,"Habilidad para analizar información económica y macroeconómica y emplearla para tomar decisiones desde la perspectiva del negocio, en términos de su estrategia.","Análisis económico: 
Habilidad para analizar información económica y macroeconómica y emplearla para tomar decisiones desde la perspectiva del negocio, en términos de su estrategia."
22.0,Administración de negocios,"Una persona demuestra su capacidad para administrar negocios cuando es capaz de asumir la organización, administración y supervisión del funcionamiento de una empresa y generar las condiciones, oportunidades y capacidades necesarias para incrementar su competitividad y productividad de forma sostenida.",92.0,Sostenibilidad y RSE,"Habilidad para contribuir al desarrollo humano sustentable y sostenible y asegurar la continuidad de un negocio teniendo en cuenta criterios sociales, económicos y ambientales.","Sostenibilidad y RSE: 
Habilidad para contribuir al desarrollo humano sustentable y sostenible y asegurar la continuidad de un negocio teniendo en cuenta criterios sociales, económicos y ambientales."
22.0,Administración de negocios,"Una persona demuestra su capacidad para administrar negocios cuando es capaz de asumir la organización, administración y supervisión del funcionamiento de una empresa y generar las condiciones, oportunidades y capacidades necesarias para incrementar su competitividad y productividad de forma sostenida.",92.0,Gestión legal,"Habilidad para gestionar y aplicar eficazmente el conocimiento de las leyes y regulaciones relevantes en el entorno empresarial, asegurando el cumplimiento normativo y mitigando posibles riesgos para el negocio.","Gestión legal: 
Habilidad para gestionar y aplicar eficazmente el conocimiento de las leyes y regulaciones relevantes en el entorno empresarial, asegurando el cumplimiento normativo y mitigando posibles riesgos para el negocio."
23.0,Emprendimiento,"Una persona demuestra su competencia para emprender cuando es capaz de crear una propuesta de valor y definir la estructura conceptual que le da viabilidad a un negocio, explicando la forma en la que este opera, hace dinero, se diferencia de sus competidores, incrementa su valor y alcanza sus metas. ",93.0,Propuesta de valor,"Habilidad para establecer la promesa de valor que se le hará al comprador de un producto o servicio, clarificando la solución específica y diferencial que este le ofrece a uno o varios de sus problemas o necesidades.","Propuesta de valor: 
Habilidad para establecer la promesa de valor que se le hará al comprador de un producto o servicio, clarificando la solución específica y diferencial que este le ofrece a uno o varios de sus problemas o necesidades."
23.0,Emprendimiento,"Una persona demuestra su competencia para emprender cuando es capaz de crear una propuesta de valor y definir la estructura conceptual que le da viabilidad a un negocio, explicando la forma en la que este opera, hace dinero, se diferencia de sus competidores, incrementa su valor y alcanza sus metas. ",94.0,Modelos de negocio,"Habilidad para clarificar, sintetizar y esquematizar el modo a través del cual un negocio ofrece una solución a una necesidad del mercado. ","Modelos de negocio: 
Habilidad para clarificar, sintetizar y esquematizar el modo a través del cual un negocio ofrece una solución a una necesidad del mercado. "
23.0,Emprendimiento,"Una persona demuestra su competencia para emprender cuando es capaz de crear una propuesta de valor y definir la estructura conceptual que le da viabilidad a un negocio, explicando la forma en la que este opera, hace dinero, se diferencia de sus competidores, incrementa su valor y alcanza sus metas. ",95.0,Intraemprendimiento,"Habilidad para fomentar y desarrollar la actividad emprendedora al interior de una organización, con el fin de aportar al logro de sus objetivos y generar valor adicional.","Intraemprendimiento: 
Habilidad para fomentar y desarrollar la actividad emprendedora al interior de una organización, con el fin de aportar al logro de sus objetivos y generar valor adicional."
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",96.0,Administración de bases de datos,Habilidad para asegurar la integridad de las bases de datos de una organización y favorecer el óptimo performance del motor de base de datos con el fin de garantizar la continuidad y disponibilidad del servicio de bases de datos.,"Administración de bases de datos: 
Habilidad para asegurar la integridad de las bases de datos de una organización y favorecer el óptimo performance del motor de base de datos con el fin de garantizar la continuidad y disponibilidad del servicio de bases de datos."
